,engine_capacity,type,registration_year,gearbox,power,model,mileage,fuel,brand,damage,zipcode,insurance_price,price
94998,,convertible,1993,manual,129,3er,150000,gasoline,bmw,,49163,430.0,5687
60750,,limousine,2010,manual,95,b_klasse,40000,gasoline,mercedes_benz,0,85457,810.0,10738
22235,,small car,2004,manual,60,2_reihe,150000,gasoline,peugeot,0,66787,150.0,2047
78380,0.1,small car,1994,manual,75,golf,150000,,volkswagen,0,42327,60.0,864
28204,,convertible,1998,manual,109,3_reihe,150000,gasoline,peugeot,0,37284,50.0,1365
74614,,other,1994,,0,,30000,,sonstige_autos,,84168,50.0,536
4164,,convertible,2014,manual,156,z_reihe,20000,gasoline,bmw,0,90475,1910.0,27209
15358,1.8,coupé,03,manual,179,tt,150000,gasoline,audi,0,13599,,5915
77397,,limousine,2006,manual,163,3er,150000,diesel,bmw,0,22043,530.0,7725
41992,1.6,station wagon,2005,manual,115,passat,150000,gasoline,volkswagen,0,30890,320.0,5687
26495,1.8,limousine,2001,manual,120,laguna,100000,gasoline,renault,1,32361,100.0,910
31421,1.6,limousine,1999,manual,101,vectra,150000,gasoline,opel,0,71634,,455
99082,1.6,limousine,2015,auto,116,astra,5000,gasoline,opel,0,31515,1180.0,15925
19792,,bus,2001,manual,0,transporter,150000,diesel,volkswagen,0,37639,180.0,2457
27691,1.6,station wagon,01,manual,105,golf,150000,gasoline,volkswagen,0,59889,,1819
58919,,,2000,,0,a6,150000,gasoline,audi,,72364,80.0,1365
97973,,station wagon,2004,manual,116,,150000,diesel,renault,0,33739,130.0,1820
27082,2.5,station wagon,02,auto,155,a4,150000,diesel,audi,1,44532,,1547
36669,2.0,limousine,2007,manual,140,mondeo,125000,diesel,ford,0,89331,480.0,5450
67088,2.0,station wagon,2003,manual,140,laguna,150000,gasoline,renault,0,67591,60.0,1319
31683,,convertible,2012,manual,156,2_reihe,50000,gasoline,peugeot,0,91154,760.0,12730
94446,,small car,2006,manual,75,clio,125000,gasoline,renault,1,17033,310.0,3185
77272,,other,2001,manual,75,a2,150000,diesel,audi,0,85072,270.0,3412
26559,2.5,limousine,2003,manual,177,andere,150000,gasoline,rover,,85461,130.0,2457
25590,2.4,bus,1992,manual,74,transporter,150000,diesel,volkswagen,0,24944,300.0,2730
68767,,small car,2000,manual,60,2_reihe,150000,gasoline,peugeot,0,72793,110.0,591
89248,1.9,station wagon,2007,manual,101,astra,150000,diesel,opel,0,65205,370.0,3822
33567,,small car,2014,manual,75,up,30000,gasoline,volkswagen,0,78244,700.0,9782
38195,,other,2003,manual,101,golf,5000,diesel,volkswagen,0,44795,200.0,2866
91545,2.0,station wagon,2006,auto,140,a3,150000,diesel,audi,0,64521,500.0,7451
54216,1.6,small car,1999,auto,101,golf,125000,gasoline,volkswagen,0,45896,80.0,2410
71755,,,2016,,0,ibiza,150000,diesel,seat,,29614,10.0,910
81115,,,2005,,60,polo,150000,gasoline,volkswagen,,94116,,500
78035,1.2,small car,2006,manual,58,clio,150000,gasoline,renault,0,90763,80.0,1183
48395,1.4,small car,2005,manual,68,fiesta,150000,diesel,ford,0,35390,170.0,2366
62304,,small car,1998,manual,75,colt,150000,gasoline,mitsubishi,0,45899,60.0,1228
76842,,limousine,1997,manual,122,c_klasse,125000,gasoline,mercedes_benz,0,88348,250.0,1729
99553,2.5,station wagon,2003,manual,170,mondeo,150000,gasoline,ford,0,14612,230.0,2730
42977,1.4,limousine,2003,manual,101,polo,150000,gasoline,volkswagen,0,84416,150.0,2274
20505,,limousine,2004,auto,163,e_klasse,150000,liquefied petroleum gas,mercedes_benz,0,14050,410.0,7098
30664,,convertible,2000,manual,60,punto,40000,gasoline,fiat,0,45479,70.0,955
26298,1.8,station wagon,1998,manual,125,passat,150000,gasoline,volkswagen,,84034,50.0,637
41730,3.0,coupé,2010,auto,239,a5,150000,diesel,audi,0,47139,1310.0,21840
7657,,station wagon,04,manual,136,3_reihe,150000,diesel,peugeot,0,76571,,1638
38023,,limousine,2008,manual,177,3er,150000,diesel,bmw,0,58515,870.0,11011
2049,1.6,,16,manual,0,golf,125000,gasoline,volkswagen,0,16567,,909
43378,,limousine,2000,manual,60,punto,150000,gasoline,fiat,,58507,70.0,773
20189,,,2016,manual,90,andere,150000,diesel,volkswagen,1,48336,130.0,1638
8916,,station wagon,2000,manual,101,astra,150000,gasoline,opel,0,63755,90.0,2002
16603,1.7,,2005,,0,combo,150000,diesel,opel,1,23556,130.0,727
84801,,small car,1999,manual,75,polo,150000,gasoline,volkswagen,0,49434,70.0,637
5523,,other,1987,auto,150,andere,125000,gasoline,ford,1,63654,260.0,2548
76236,1.2,small car,2005,manual,55,fabia,150000,gasoline,skoda,0,26441,170.0,1592
18932,1.9,station wagon,2003,manual,101,golf,150000,diesel,volkswagen,0,97993,170.0,2684
90202,,limousine,2006,auto,450,phaeton,125000,gasoline,volkswagen,1,38444,1500.0,14469
22643,,,2000,,0,m_klasse,150000,,mercedes_benz,,79114,300.0,5460
24568,,coupé,1996,manual,190,golf,40000,gasoline,volkswagen,0,92648,590.0,5824
34416,2.0,station wagon,2011,auto,170,passat,150000,diesel,volkswagen,0,34385,1700.0,18090
55819,,limousine,2002,manual,143,3er,150000,gasoline,bmw,0,58642,150.0,2274
52181,,small car,2000,manual,75,a_klasse,150000,gasoline,mercedes_benz,0,78224,60.0,819
28745,1.6,convertible,2004,manual,102,beetle,70000,gasoline,volkswagen,0,35260,350.0,6142
8320,1.2,small car,02,manual,75,clio,150000,gasoline,renault,0,33104,,871
80717,,,1980,,0,andere,150000,,mercedes_benz,,53797,300.0,1911
95604,1.8,station wagon,2008,auto,160,a3,90000,gasoline,audi,1,78166,1040.0,10009
13068,,convertible,1999,manual,125,cr_reihe,150000,gasoline,honda,,65549,40.0,910
41053,,small car,1993,manual,45,polo,150000,gasoline,volkswagen,0,19071,,455
7169,,limousine,2012,manual,87,astra,60000,gasoline,opel,0,26197,420.0,7553
35498,2.0,limousine,2014,auto,150,a3,40000,diesel,audi,0,16515,1190.0,22749
82706,1.7,small car,2001,manual,60,lupo,150000,diesel,volkswagen,0,13597,240.0,2275
84463,,bus,2002,manual,125,zafira,150000,gasoline,opel,,63589,210.0,2684
4350,,station wagon,2008,manual,150,astra,150000,,opel,,74397,260.0,3913
50716,3.0,station wagon,2008,manual,245,a4,150000,diesel,audi,0,49205,640.0,13649
95138,,,2016,manual,0,transporter,150000,gasoline,volkswagen,0,95691,,5005
23778,2.0,limousine,2004,auto,140,golf,70000,diesel,volkswagen,0,13589,690.0,7917
78097,,convertible,2000,manual,197,slk,150000,gasoline,mercedes_benz,0,50129,380.0,3594
26704,,limousine,1998,manual,102,a_klasse,150000,gasoline,mercedes_benz,0,84152,130.0,1137
55975,,small car,2009,manual,68,c1,90000,gasoline,citroen,0,32257,610.0,3731
83721,1.8,convertible,1997,manual,125,andere,150000,gasoline,audi,0,76437,110.0,1815
22772,,station wagon,1999,manual,154,astra,150000,gasoline,opel,1,29571,200.0,1547
69613,1.4,small car,2009,manual,97,rio,90000,gasoline,kia,0,63128,160.0,3094
7424,3.0,,09,auto,239,q7,60000,diesel,audi,0,60311,,12740
98668,,convertible,94,manual,116,3er,150000,gasoline,bmw,0,66333,,2356
92753,,small car,2008,manual,101,i_reihe,125000,gasoline,hyundai,0,95473,290.0,4459
60058,,limousine,98,auto,0,3er,150000,gasoline,bmw,0,59557,,1355
49329,1.6,convertible,1995,manual,120,andere,125000,gasoline,rover,0,70435,70.0,1364
9953,,limousine,1992,manual,150,5er,150000,liquefied petroleum gas,bmw,0,53804,60.0,1001
96051,1.8,bus,2000,manual,109,andere,70000,gasoline,citroen,0,39104,90.0,1365
68697,,station wagon,1968,auto,275,andere,150000,gasoline,chevrolet,0,85777,1510.0,7735
87100,,limousine,2001,manual,143,c_klasse,150000,diesel,mercedes_benz,,60437,270.0,3731
28033,1.2,small car,1999,manual,65,corsa,150000,,opel,1,65232,90.0,545
50972,,convertible,2001,manual,179,tt,150000,gasoline,audi,0,74834,570.0,6825
69600,,limousine,1999,manual,101,vectra,150000,gasoline,opel,,65936,60.0,636
70519,,convertible,2003,auto,343,m_reihe,150000,gasoline,bmw,0,99867,480.0,5915
18920,,station wagon,2012,manual,184,3er,150000,diesel,bmw,0,76846,1350.0,18654
89323,1.2,small car,2011,manual,105,polo,50000,gasoline,volkswagen,0,26736,700.0,9919
47528,,limousine,2005,auto,476,,150000,gasoline,mercedes_benz,0,66849,870.0,21385
96885,2.0,bus,2010,manual,140,galaxy,100000,diesel,ford,0,45772,640.0,13832
3667,2.5,station wagon,2003,auto,179,a4,150000,diesel,audi,0,59609,230.0,2720
16063,1.6,bus,2011,manual,110,scenic,40000,gasoline,renault,0,74722,450.0,8463
45227,,limousine,1998,auto,224,e_klasse,150000,gasoline,mercedes_benz,1,24793,150.0,819
91016,,limousine,1999,manual,150,3er,150000,gasoline,bmw,0,94078,140.0,1628
94257,1.6,limousine,1996,manual,101,golf,150000,gasoline,volkswagen,0,97299,40.0,728
89734,1.9,station wagon,1999,manual,110,a4,150000,diesel,audi,0,47475,150.0,2275
27855,,station wagon,2001,manual,118,3er,150000,gasoline,bmw,0,84547,60.0,1365
62150,,coupé,1997,manual,105,3er,5000,gasoline,bmw,0,74626,70.0,1319
45441,,convertible,2011,manual,122,cooper,40000,gasoline,mini,0,23909,1090.0,14550
28453,2.2,,15,auto,200,sorento,10000,diesel,kia,0,29308,,39949
69685,,station wagon,2007,auto,190,e_klasse,150000,diesel,mercedes_benz,0,48329,590.0,10738
10391,,station wagon,2004,manual,101,c_max,150000,gasoline,ford,0,65589,260.0,3185
96343,,coupé,2008,manual,239,a5,150000,diesel,audi,0,94575,1130.0,15197
56786,,convertible,1991,manual,136,3er,150000,gasoline,bmw,0,51399,240.0,2502
33011,2.0,station wagon,2005,manual,0,passat,150000,diesel,volkswagen,,40210,130.0,2366
74530,3.0,station wagon,2006,auto,224,a6,150000,diesel,audi,0,60431,380.0,6679
18547,3.2,station wagon,2002,auto,218,omega,125000,gasoline,opel,0,90482,290.0,4095
6490,,limousine,2006,manual,150,,125000,gasoline,audi,0,4159,360.0,7189
94246,,station wagon,07,manual,163,3er,150000,diesel,bmw,0,84326,,8008
60211,,,2016,manual,58,agila,90000,gasoline,opel,0,45309,,910
21672,,small car,06,manual,55,polo,125000,gasoline,volkswagen,0,31848,,3412
16098,,,2007,manual,200,spider,70000,diesel,alfa_romeo,0,89614,1070.0,11375
90234,,limousine,2011,auto,184,x_reihe,125000,diesel,bmw,0,70327,1150.0,19565
60811,,small car,2001,manual,80,punto,150000,diesel,fiat,,64293,180.0,1683
79066,1.4,,2016,manual,115,touran,125000,gasoline,volkswagen,,26670,,5733
24122,,station wagon,1995,manual,200,3er,150000,gasoline,bmw,0,33184,150.0,2325
48533,,limousine,1956,manual,30,,150000,gasoline,volkswagen,,82205,4710.0,16380
26368,1.8,station wagon,2001,manual,150,bora,150000,,volkswagen,1,35329,260.0,2548
89129,,small car,1999,manual,89,2_reihe,150000,gasoline,peugeot,0,36199,100.0,1228
43222,,limousine,2008,auto,136,e_klasse,150000,diesel,mercedes_benz,0,90402,600.0,9555
39565,,bus,1989,manual,110,transporter,150000,diesel,volkswagen,1,23758,370.0,2639
1415,,coupé,2009,auto,231,e_klasse,125000,diesel,mercedes_benz,0,47608,1390.0,20929
73149,,bus,1971,manual,50,transporter,70000,gasoline,volkswagen,0,30179,740.0,4732
40335,,small car,2014,manual,92,2_reihe,40000,diesel,peugeot,0,63526,1000.0,13422
60120,,,1990,manual,69,andere,100000,gasoline,suzuki,0,21481,40.0,1137
22043,2.6,limousine,1997,manual,150,a4,150000,gasoline,audi,0,95519,120.0,1911
55281,,small car,2005,manual,116,cooper,150000,gasoline,mini,0,89182,450.0,5323
35083,2.8,,2011,auto,200,wrangler,80000,diesel,jeep,0,73035,1320.0,26390
76748,1.6,station wagon,2009,manual,105,golf,150000,diesel,volkswagen,0,34621,500.0,6815
61930,,limousine,2005,manual,95,a_klasse,150000,gasoline,mercedes_benz,0,90762,100.0,2720
99154,,limousine,2013,auto,110,megane,50000,diesel,renault,0,46149,340.0,12335
22495,1.4,station wagon,1996,manual,60,golf,150000,gasoline,volkswagen,0,88512,60.0,910
42760,1.6,convertible,1997,auto,75,astra,150000,gasoline,opel,0,56307,50.0,910
62887,2.0,station wagon,2008,manual,140,passat,150000,diesel,volkswagen,0,68753,350.0,6360
36559,,small car,1994,manual,73,golf,150000,gasoline,volkswagen,0,46286,70.0,909
41660,,station wagon,1997,manual,136,omega,150000,gasoline,opel,0,21502,50.0,1319
6024,,convertible,1998,manual,150,3er,150000,gasoline,bmw,,50170,40.0,1456
80839,2.0,,2016,auto,170,alhambra,125000,diesel,seat,0,13437,,16289
93541,,limousine,1996,manual,102,3er,150000,gasoline,bmw,0,89601,80.0,1319
46998,1.2,small car,2011,manual,69,polo,60000,gasoline,volkswagen,0,26826,480.0,6324
21920,1.9,limousine,2007,auto,105,golf,150000,diesel,volkswagen,0,53123,340.0,6324
38326,1.6,limousine,1994,manual,75,golf,150000,gasoline,volkswagen,0,37079,60.0,591
7360,,,2012,manual,150,andere,90000,diesel,ford,1,66740,1060.0,9555
14324,2.0,small car,2007,,0,a3,150000,diesel,audi,,60314,350.0,3731
6503,,bus,2011,manual,120,meriva,70000,gasoline,opel,,86975,190.0,7871
72814,1.4,limousine,2000,manual,75,golf,150000,gasoline,volkswagen,0,38524,40.0,1228
19380,2.0,station wagon,2010,manual,143,a4,125000,diesel,audi,0,1279,540.0,13559
69661,,coupé,2000,manual,150,3er,150000,gasoline,bmw,0,72379,370.0,2821
41854,,,2016,,190,juke,60000,gasoline,nissan,,44629,,9828
47041,2.5,station wagon,2004,manual,190,,125000,gasoline,sonstige_autos,0,88255,420.0,4095
93979,,limousine,1996,manual,60,golf,125000,gasoline,volkswagen,0,90439,80.0,819
55969,1.3,small car,2005,manual,92,swift,90000,gasoline,suzuki,0,98574,260.0,5005
54108,,station wagon,2010,auto,197,5er,150000,diesel,bmw,0,55124,1080.0,15015
41555,2.0,station wagon,04,manual,101,astra,150000,diesel,opel,,52351,,1820
56198,,,2016,auto,193,5er,150000,,bmw,0,38226,30.0,2002
53671,,small car,1999,manual,88,andere,150000,gasoline,peugeot,0,39343,60.0,1046
79507,,small car,00,auto,54,fortwo,150000,gasoline,smart,1,64331,,819
27990,1.5,small car,06,manual,110,getz,150000,diesel,hyundai,0,91541,,2325
60469,,coupé,2012,auto,265,e_klasse,50000,diesel,mercedes_benz,0,50354,2500.0,28210
35206,1.9,station wagon,2007,manual,131,megane,150000,diesel,renault,0,12043,180.0,2912
39308,,limousine,1980,manual,0,601,70000,gasoline,trabant,,8412,,500
54776,,bus,2002,manual,115,galaxy,150000,diesel,ford,0,33739,230.0,3276
77264,,,2016,auto,150,viano,150000,diesel,mercedes_benz,,15370,,11147
88604,2.2,small car,2006,manual,80,corsa,60000,gasoline,opel,0,47877,210.0,3549
71744,,,2006,auto,272,m_klasse,150000,gasoline,mercedes_benz,0,13589,890.0,14469
98896,1.6,limousine,1999,auto,75,astra,125000,gasoline,opel,0,52428,100.0,1264
62313,,limousine,1980,manual,105,golf,5000,gasoline,volkswagen,,57537,950.0,11375
22492,2.0,convertible,2007,manual,140,eos,150000,diesel,volkswagen,0,64832,260.0,6370
66939,,small car,2002,manual,60,2_reihe,150000,gasoline,peugeot,0,65760,90.0,1456
59746,,convertible,2006,manual,240,boxster,60000,gasoline,porsche,0,59929,1030.0,19928
44546,2.0,coupé,2011,auto,211,a5,100000,gasoline,audi,0,94113,1620.0,21839
2301,1.2,small car,2005,manual,80,corsa,100000,gasoline,opel,0,45711,280.0,3412
67690,,limousine,2004,manual,136,4_reihe,150000,diesel,peugeot,0,66679,210.0,2548
64113,,convertible,2008,auto,71,fortwo,40000,gasoline,smart,,10713,430.0,6279
14556,1.6,limousine,2006,manual,105,astra,125000,gasoline,opel,0,10249,320.0,3357
41671,1.9,limousine,2008,manual,120,astra,150000,diesel,opel,0,54634,430.0,5177
46604,,small car,1997,manual,39,andere,125000,gasoline,fiat,,23558,80.0,819
19691,,bus,2002,auto,0,vito,150000,,mercedes_benz,0,44652,310.0,5915
20833,1.2,small car,2002,manual,54,polo,150000,gasoline,volkswagen,0,34134,90.0,1365
15034,1.9,bus,07,manual,150,zafira,150000,diesel,opel,0,65474,,6360
6267,2.0,station wagon,2012,auto,170,passat,100000,diesel,volkswagen,0,55435,1240.0,18045
38998,2.0,limousine,2012,manual,136,a4,125000,diesel,audi,0,45139,720.0,12649
9981,,convertible,2013,auto,315,boxster,10000,gasoline,porsche,0,79585,2860.0,57694
98471,,small car,2005,manual,54,polo,100000,gasoline,volkswagen,,13129,330.0,3913
88523,,station wagon,2012,manual,136,c_klasse,125000,diesel,mercedes_benz,0,27711,940.0,14287
83238,,small car,1997,auto,136,omega,90000,gasoline,opel,,22339,50.0,1319
31579,2.0,station wagon,2006,manual,140,passat,150000,diesel,volkswagen,,41460,270.0,5005
69338,2.0,convertible,06,manual,200,eos,125000,gasoline,volkswagen,0,33104,,8644
85099,,small car,2008,manual,70,ka,80000,gasoline,ford,0,58332,190.0,4044
68642,,limousine,2011,auto,218,3er,70000,gasoline,bmw,0,97424,1600.0,22749
93400,1.4,small car,2009,manual,90,corsa,80000,gasoline,opel,0,63071,250.0,6142
70109,,,2000,manual,83,andere,150000,diesel,nissan,,31246,120.0,2184
87242,1.9,small car,1998,manual,90,a3,150000,diesel,audi,0,85419,50.0,1046
69301,4.2,limousine,2003,auto,334,a8,150000,gasoline,audi,0,63674,530.0,13649
15899,,,00,manual,54,,90000,gasoline,opel,0,50374,,910
92327,2.0,limousine,2005,manual,140,toledo,150000,diesel,seat,0,47138,350.0,3594
51145,,small car,2000,manual,60,polo,100000,gasoline,volkswagen,0,85640,250.0,2548
25460,1.8,bus,2002,manual,125,zafira,150000,gasoline,opel,0,12353,130.0,2275
91444,2.8,limousine,2001,auto,193,passat,150000,gasoline,volkswagen,0,35606,150.0,3185
43406,,limousine,1990,manual,136,3er,150000,gasoline,bmw,0,76332,540.0,7462
63226,,small car,2008,manual,60,corsa,100000,gasoline,opel,0,31789,210.0,3640
89137,,coupé,2005,manual,192,rx_reihe,150000,gasoline,mazda,0,54552,440.0,4276
45582,,limousine,2006,manual,150,3er,150000,gasoline,bmw,0,33689,430.0,5278
58588,,small car,2009,auto,71,fortwo,80000,gasoline,smart,0,99089,180.0,4640
86297,1.2,small car,2011,manual,80,micra,100000,gasoline,nissan,0,48527,340.0,4774
28844,,limousine,2001,manual,125,a_klasse,150000,gasoline,mercedes_benz,0,49201,360.0,2639
76807,0.8,small car,2010,manual,52,matiz,80000,gasoline,chevrolet,0,10783,180.0,1719
33168,,limousine,2000,manual,102,a3,150000,gasoline,audi,1,21755,110.0,591
64631,,limousine,2003,manual,82,a_klasse,90000,gasoline,mercedes_benz,0,91180,220.0,3048
76348,,limousine,1996,manual,75,golf,150000,,volkswagen,,88167,50.0,909
24942,,small car,1999,manual,60,polo,150000,gasoline,volkswagen,,85051,70.0,728
73079,,limousine,2009,manual,245,3er,150000,diesel,bmw,0,37170,590.0,16198
56245,1.4,small car,2002,manual,75,polo,150000,gasoline,volkswagen,0,14532,70.0,1274
13935,,station wagon,2005,manual,143,3er,150000,liquefied petroleum gas,bmw,0,47249,400.0,3867
51796,3.2,limousine,07,auto,256,a6,150000,liquefied petroleum gas,audi,0,58540,,12740
68586,,station wagon,2010,auto,231,e_klasse,150000,diesel,mercedes_benz,0,39104,1720.0,21203
99428,2.0,station wagon,2010,manual,140,passat,150000,diesel,volkswagen,0,19075,800.0,9090
29832,1.4,small car,2001,manual,60,arosa,150000,gasoline,seat,0,55469,70.0,1273
33571,2.0,limousine,2000,manual,143,c_klasse,150000,gasoline,mercedes_benz,0,32689,150.0,1501
19079,2.0,station wagon,2008,manual,140,passat,150000,diesel,volkswagen,0,14929,640.0,7088
30689,,limousine,2010,auto,387,e_klasse,100000,gasoline,mercedes_benz,0,65187,1590.0,27299
5510,5.2,station wagon,2000,manual,116,focus,150000,gasoline,ford,0,53119,140.0,773
41198,3.0,station wagon,04,auto,177,vectra,150000,diesel,opel,1,41334,,1683
59125,,small car,2005,,55,clio,150000,gasoline,renault,,66538,70.0,682
42806,,station wagon,2001,manual,102,octavia,150000,gasoline,skoda,0,56237,200.0,2274
64484,1.4,small car,08,manual,80,fiesta,100000,gasoline,ford,1,51789,,2702
10604,1.6,bus,2005,manual,102,andere,125000,gasoline,mercedes_benz,0,1277,260.0,2543
70684,,convertible,2012,auto,349,911,40000,gasoline,porsche,0,50858,5480.0,80535
63494,,small car,2007,auto,80,fiesta,125000,gasoline,ford,,86660,280.0,3640
59615,,coupé,2006,auto,500,,150000,gasoline,mercedes_benz,0,60386,1020.0,13649
66557,2.8,station wagon,97,manual,193,a4,150000,gasoline,audi,,45307,,772
82972,2.0,bus,2000,manual,82,zafira,150000,diesel,opel,0,73235,70.0,954
87955,2.0,limousine,12,manual,177,a6,80000,diesel,audi,0,75181,,19656
84681,,station wagon,2000,manual,68,transporter,150000,diesel,volkswagen,0,6333,170.0,2265
72458,,small car,1995,manual,45,corsa,150000,,opel,0,33335,100.0,636
59303,,station wagon,2003,manual,109,3_reihe,150000,gasoline,peugeot,0,4509,110.0,1501
71269,2.0,station wagon,2003,manual,145,mondeo,150000,gasoline,ford,0,8315,100.0,1092
99764,2.5,station wagon,2008,manual,145,vivaro,150000,diesel,opel,0,74076,940.0,10920
64418,1.9,bus,05,manual,101,andere,150000,,renault,0,79853,,1729
86203,2.0,station wagon,2005,manual,140,,150000,diesel,audi,0,51789,360.0,4913
33672,,bus,05,manual,88,vito,150000,diesel,mercedes_benz,0,20539,,2730
31254,1.2,small car,2002,manual,64,polo,150000,gasoline,volkswagen,0,38229,140.0,2184
48780,1.6,limousine,2011,auto,132,auris,150000,gasoline,toyota,0,24558,530.0,6643
28793,,convertible,1984,manual,105,escort,125000,gasoline,ford,0,35099,100.0,1365
74827,1.4,limousine,1999,manual,75,golf,150000,gasoline,volkswagen,0,75015,40.0,1410
61904,1.9,bus,2002,manual,125,andere,150000,gasoline,mercedes_benz,0,55218,60.0,1410
75367,2.5,,2000,auto,192,omega,150000,gasoline,opel,0,46117,90.0,546
43455,,convertible,2009,auto,84,fortwo,70000,gasoline,smart,0,91792,380.0,5687
52554,1.8,bus,2005,manual,125,zafira,150000,gasoline,opel,0,37539,200.0,2366
59233,2.7,coupé,2010,manual,190,a5,80000,diesel,audi,0,44143,1370.0,18655
66597,,small car,2005,manual,0,ka,150000,gasoline,ford,,79108,80.0,864
78060,,convertible,1998,manual,136,clk,150000,gasoline,mercedes_benz,0,12105,360.0,4095
71756,,small car,2010,manual,160,,80000,gasoline,sonstige_autos,0,36219,1190.0,11829
42697,,,2016,manual,90,meriva,150000,gasoline,opel,0,58511,,1911
27008,1.4,small car,2002,manual,75,lupo,150000,gasoline,volkswagen,0,32312,140.0,2092
98208,,coupé,1996,auto,320,s_klasse,80000,gasoline,mercedes_benz,0,48231,930.0,12730
66259,,bus,2009,manual,136,andere,150000,diesel,volkswagen,0,51103,550.0,7916
37629,1.9,limousine,2007,manual,135,golf,150000,diesel,volkswagen,,50226,540.0,5869
98726,,,2016,manual,140,a3,150000,diesel,audi,,24937,,5005
47349,1.8,limousine,1998,manual,150,passat,150000,gasoline,volkswagen,0,31134,50.0,1456
80654,8.5,convertible,2002,auto,306,sl,80000,gasoline,mercedes_benz,0,59348,1170.0,19100
45562,,small car,2009,manual,68,1_reihe,125000,gasoline,peugeot,,73257,190.0,3230
33990,,convertible,2012,manual,120,2_reihe,50000,gasoline,peugeot,,63654,1010.0,9099
31135,,bus,2012,manual,105,golf,40000,gasoline,volkswagen,0,2689,630.0,12739
88493,1.8,,2016,manual,125,a3,150000,gasoline,audi,0,52385,,682
16153,2.0,limousine,2006,manual,150,x_reihe,150000,diesel,bmw,0,29690,540.0,8645
12031,1.4,small car,2007,manual,80,polo,60000,gasoline,volkswagen,0,41372,250.0,5369
21650,,limousine,79,manual,60,andere,80000,gasoline,lada,0,37574,,1365
52800,1.8,station wagon,2001,auto,150,,150000,,audi,0,61440,260.0,2548
39241,7.0,limousine,2006,manual,129,3er,125000,gasoline,bmw,0,66333,370.0,6825
14158,2.0,station wagon,2007,manual,140,passat,125000,diesel,volkswagen,0,90439,980.0,10555
61941,,coupé,1971,,90,andere,100000,,opel,0,9113,210.0,1365
58255,,other,03,,0,andere,150000,,mitsubishi,,63457,,910
44689,,,2013,manual,101,astra,20000,gasoline,opel,0,66763,480.0,10374
99650,,small car,2001,manual,58,sirion,125000,gasoline,daihatsu,,78554,,455
25743,1.6,limousine,1997,manual,101,passat,150000,gasoline,volkswagen,0,21109,120.0,1911
73085,,coupé,2005,manual,150,astra,150000,diesel,opel,0,53498,190.0,3458
440,,limousine,2010,manual,116,1er,125000,diesel,bmw,0,42697,790.0,8599
19151,,limousine,2002,manual,115,andere,150000,gasoline,citroen,0,52477,40.0,1456
46679,2.2,,2012,manual,175,cx_reihe,100000,diesel,mazda,0,84056,1010.0,17745
91490,,limousine,2014,auto,585,s_klasse,80000,gasoline,mercedes_benz,0,40764,7580.0,117845
58106,1.6,limousine,2011,manual,120,andere,40000,gasoline,suzuki,0,48465,490.0,12730
25631,,limousine,1993,manual,90,80,150000,gasoline,audi,0,16227,80.0,1365
48953,1.9,small car,2002,manual,101,polo,150000,diesel,volkswagen,0,80686,260.0,2730
48570,1.4,limousine,02,manual,75,golf,150000,gasoline,volkswagen,,55743,,2821
65652,2.0,station wagon,2009,manual,143,exeo,150000,diesel,seat,1,35756,280.0,5369
39130,,small car,1998,manual,75,polo,150000,,volkswagen,,59192,50.0,1137
74590,,limousine,2006,manual,109,3_reihe,150000,diesel,mazda,0,95508,300.0,4459
6558,2.0,station wagon,2012,auto,143,a4,90000,diesel,audi,0,65558,1330.0,24479
98626,,coupé,1998,manual,141,andere,150000,gasoline,mitsubishi,0,4680,250.0,3184
92363,,convertible,2010,auto,387,sl,50000,gasoline,mercedes_benz,0,10711,2960.0,45318
81721,2.0,station wagon,2011,manual,120,exeo,150000,diesel,seat,0,47198,520.0,9009
53296,,coupé,1984,manual,256,,60000,gasoline,sonstige_autos,0,83059,12550.0,89180
14098,,limousine,2012,auto,116,3er,20000,diesel,bmw,0,80636,1060.0,17553
8772,,bus,2003,manual,174,transporter,150000,diesel,volkswagen,0,51645,810.0,10920
32011,1.6,limousine,2004,auto,105,astra,90000,gasoline,opel,0,55118,300.0,4176
33372,,station wagon,2006,manual,101,astra,150000,diesel,opel,0,23879,210.0,3093
69127,1.6,station wagon,2009,manual,105,logan,100000,gasoline,dacia,0,26209,190.0,3822
44981,1.6,,2016,manual,75,astra,150000,,opel,,58256,10.0,819
69545,,small car,1999,manual,75,fiesta,150000,gasoline,ford,0,32756,60.0,682
77425,,station wagon,99,auto,193,a4,150000,gasoline,audi,,24159,,1820
32382,,small car,1997,manual,60,corsa,150000,gasoline,opel,,45889,130.0,891
70454,,small car,2009,manual,125,corsa,150000,diesel,opel,1,88427,440.0,5005
44824,2.0,coupé,1997,manual,139,andere,150000,gasoline,hyundai,1,47807,,455
25347,,convertible,1990,,0,,80000,,sonstige_autos,0,77974,670.0,15015
24689,,coupé,2009,manual,385,911,150000,gasoline,porsche,0,76187,1930.0,38675
21581,,limousine,1993,manual,102,3er,150000,gasoline,bmw,0,27321,200.0,1537
79386,,coupé,1998,manual,140,3er,150000,gasoline,bmw,0,86989,140.0,1547
85418,2.2,limousine,2007,manual,177,auris,150000,diesel,toyota,0,86199,430.0,3913
68590,,bus,2006,manual,116,golf,100000,gasoline,volkswagen,0,56727,480.0,5915
